YEAR,MOTHER_ORIGIN,FATHER_ORIGIN,MARRIAGE_TYPE,WEIGHTED_COUNT,UNWEIGHTED_N
1930,Ireland,Cuba,Married mother's origin (2nd gen),20.07,1
1930,Ireland,Czechoslovakia,Married father's origin (2nd gen),40.56,2
1930,Ireland,Czechoslovakia,Married mother's origin (2nd gen),18.5,1
1930,Ireland,Denmark,Married 3rd+ gen American,462.66,23
1930,Ireland,Denmark,Married different origin (1st gen immigrant),40.04,2
1930,Ireland,Denmark,Married different origin (2nd gen),527.53,26
1930,Ireland,Denmark,Married father's origin (1st gen immigrant),39.95,2
1930,Ireland,Denmark,Married father's origin (2nd gen),59.519999999999996,3
1930,Ireland,Denmark,Married mother's origin (1st gen immigrant),20.17,1
1930,Ireland,Denmark,Married mother's origin (2nd gen),80.60000000000001,4
1930,Ireland,England,Married 3rd+ gen American,13750.27,680
1930,Ireland,England,Married different origin (1st gen immigrant),2063.5,102
1930,Ireland,England,Married different origin (2nd gen),6777.0,335
1930,Ireland,England,Married father's origin (1st gen immigrant),788.28,39
1930,Ireland,England,Married father's origin (2nd gen),2278.22,113
1930,Ireland,England,Married mother's origin (1st gen immigrant),1031.3,51
1930,Ireland,England,Married mother's origin (2nd gen),6816.2,337
1930,Ireland,England,Married someone sharing both heritages (2nd gen),768.1,38
1930,Ireland,Europe (unspecified),Married different origin (2nd gen),20.46,1
1930,Ireland,Finland,Married 3rd+ gen American,19.86,1
1930,Ireland,Finland,Married different origin (2nd gen),60.22,3
1930,Ireland,France,Married 3rd+ gen American,1798.4,89
1930,Ireland,France,Married different origin (1st gen immigrant),244.37,12
1930,Ireland,France,Married different origin (2nd gen),1211.75,60
1930,Ireland,France,Married father's origin (1st gen immigrant),19.95,1
1930,Ireland,France,Married father's origin (2nd gen),121.27,6
1930,Ireland,France,Married mother's origin (1st gen immigrant),161.24,8
1930,Ireland,France,Married mother's origin (2nd gen),746.87,37
1930,Ireland,France,Married someone sharing both heritages (2nd gen),61.93000000000001,3
1930,Ireland,Germany,Married 3rd+ gen American,6688.03,332
1930,Ireland,Germany,Married different origin (1st gen immigrant),1210.37,60
1930,Ireland,Germany,Married different origin (2nd gen),2304.94,114
1930,Ireland,Germany,Married father's origin (1st gen immigrant),606.67,30
1930,Ireland,Germany,Married father's origin (2nd gen),3040.47,150
1930,Ireland,Germany,Married mother's origin (1st gen immigrant),647.11,32
1930,Ireland,Germany,Married mother's origin (2nd gen),3534.43,175
1930,Ireland,Germany,Married someone sharing both heritages (2nd gen),203.7,10
1930,Ireland,Greece,Married 3rd+ gen American,20.36,1
1930,Ireland,Greece,Married mother's origin (2nd gen),20.18,1
1930,Ireland,Iceland,Married different origin (1st gen immigrant),20.04,1
1930,Ireland,India,Married mother's origin (2nd gen),20.49,1
1930,Ireland,Ireland,Married 3rd+ gen American,232650.29,11509
1930,Ireland,Ireland,Married different origin (1st gen immigrant),47466.06,2350
1930,Ireland,Ireland,Married different origin (2nd gen),136825.15,6774
1930,Ireland,Ireland,Married same origin (1st gen immigrant),46701.6,2307
1930,Ireland,Ireland,Married same origin (2nd gen),251051.1,12427
1930,Ireland,Italy,Married 3rd+ gen American,487.15999999999997,24
1930,Ireland,Italy,Married different origin (1st gen immigrant),40.45,2
1930,Ireland,Italy,Married different origin (2nd gen),202.57,10
1930,Ireland,Italy,Married father's origin (1st gen immigrant),221.75,11
1930,Ireland,Italy,Married father's origin (2nd gen),222.12,11
1930,Ireland,Italy,Married mother's origin (2nd gen),282.73,14
1930,Ireland,Lithuania,Married 3rd+ gen American,20.62,1
1930,Ireland,Luxembourg,Married different origin (1st gen immigrant),40.480000000000004,2
1930,Ireland,Malta,Married 3rd+ gen American,20.01,1
1930,Ireland,Mexico,Married different origin (2nd gen),38.58,2
1930,Ireland,Netherlands,Married 3rd+ gen American,305.28,15
1930,Ireland,Netherlands,Married different origin (1st gen immigrant),20.27,1
1930,Ireland,Netherlands,Married different origin (2nd gen),400.9,20
1930,Ireland,Netherlands,Married mother's origin (1st gen immigrant),40.75,2
1930,Ireland,Netherlands,Married mother's origin (2nd gen),180.98000000000002,9
1930,Ireland,Norway,Married 3rd+ gen American,344.7,17
1930,Ireland,Norway,Married different origin (1st gen immigrant),41.18,2
1930,Ireland,Norway,Married different origin (2nd gen),403.33,20
1930,Ireland,Norway,Married father's origin (1st gen immigrant),20.15,1
1930,Ireland,Norway,Married father's origin (2nd gen),39.38,2
1930,Ireland,Norway,Married mother's origin (2nd gen),302.23,15
1930,Ireland,Poland,Married 3rd+ gen American,60.79,3
1930,Ireland,Poland,Married different origin (1st gen immigrant),79.43,4
1930,Ireland,Poland,Married different origin (2nd gen),39.34,2
1930,Ireland,Poland,Married mother's origin (2nd gen),40.22,2
1930,Ireland,Portugal,Married 3rd+ gen American,80.66,4
1930,Ireland,Portugal,Married different origin (1st gen immigrant),60.54,3
1930,Ireland,Portugal,Married different origin (2nd gen),101.22,5
1930,Ireland,Portugal,Married father's origin (1st gen immigrant),39.95,2
1930,Ireland,Portugal,Married mother's origin (2nd gen),141.73,7
1930,Ireland,Romania,Married different origin (2nd gen),20.01,1
1930,Ireland,Russia/USSR,Married 3rd+ gen American,19.96,1
1930,Ireland,Russia/USSR,Married different origin (1st gen immigrant),19.77,1
1930,Ireland,Russia/USSR,Married different origin (2nd gen),20.23,1
1930,Ireland,Russia/USSR,Married father's origin (2nd gen),20.17,1
1930,Ireland,Russia/USSR,Married mother's origin (2nd gen),20.14,1
1930,Ireland,Scotland,Married 3rd+ gen American,7695.2,381
1930,Ireland,Scotland,Married different origin (1st gen immigrant),1352.74,67
1930,Ireland,Scotland,Married different origin (2nd gen),3973.55,197
1930,Ireland,Scotland,Married father's origin (1st gen immigrant),242.57,12
1930,Ireland,Scotland,Married father's origin (2nd gen),461.03,23
1930,Ireland,Scotland,Married mother's origin (1st gen immigrant),382.89,19
1930,Ireland,Scotland,Married mother's origin (2nd gen),2561.0,127
1930,Ireland,Scotland,Married someone sharing both heritages (2nd gen),283.18,14
1930,Ireland,South America,Married different origin (2nd gen),20.33,1
1930,Ireland,Spain,Married 3rd+ gen American,183.16,9
1930,Ireland,Spain,Married different origin (2nd gen),182.61,9
1930,Ireland,Spain,Married mother's origin (1st gen immigrant),40.54,2
1930,Ireland,Spain,Married mother's origin (2nd gen),60.650000000000006,3
1930,Ireland,Sweden,Married 3rd+ gen American,925.87,46
1930,Ireland,Sweden,Married different origin (1st gen immigrant),182.87,9
1930,Ireland,Sweden,Married different origin (2nd gen),627.18,31
1930,Ireland,Sweden,Married father's origin (1st gen immigrant),40.53,2
1930,Ireland,Sweden,Married father's origin (2nd gen),60.480000000000004,3
1930,Ireland,Sweden,Married mother's origin (1st gen immigrant),60.71,3
1930,Ireland,Sweden,Married mother's origin (2nd gen),364.34,18
1930,Ireland,Switzerland,Married 3rd+ gen American,583.18,29
1930,Ireland,Switzerland,Married different origin (1st gen immigrant),81.16,4
1930,Ireland,Switzerland,Married different origin (2nd gen),244.43,12
1930,Ireland,Switzerland,Married mother's origin (2nd gen),141.2,7
1930,Ireland,US-born,Married 3rd+ gen American,89373.45,4418
1930,Ireland,US-born,Married different origin (1st gen immigrant),10737.74,531
1930,Ireland,US-born,Married different origin (2nd gen),40230.79,1990
1930,Ireland,US-born,Married mother's origin (1st gen immigrant),5528.16,273
1930,Ireland,US-born,Married mother's origin (2nd gen),37182.65,1839
1930,Ireland,Wales,Married 3rd+ gen American,886.3,44
1930,Ireland,Wales,Married different origin (1st gen immigrant),200.47,10
1930,Ireland,Wales,Married different origin (2nd gen),361.93,18
1930,Ireland,Wales,Married father's origin (2nd gen),20.0,1
1930,Ireland,Wales,Married mother's origin (1st gen immigrant),20.5,1
1930,Ireland,Wales,Married mother's origin (2nd gen),365.61,18
1930,Ireland,West Indies,Married different origin (2nd gen),20.32,1
1930,Ireland,Yugoslavia,Married different origin (2nd gen),19.87,1
1930,Israel/Palestine,Israel/Palestine,Married 3rd+ gen American,120.71000000000001,6
1930,Israel/Palestine,Israel/Palestine,Married different origin (1st gen immigrant),20.3,1
1930,Israel/Palestine,Israel/Palestine,Married different origin (2nd gen),120.26,6
1930,Israel/Palestine,Israel/Palestine,Married same origin (1st gen immigrant),20.25,1
1930,Israel/Palestine,Russia/USSR,Married different origin (1st gen immigrant),19.96,1
1930,Israel/Palestine,Russia/USSR,Married father's origin (2nd gen),20.3,1
1930,Israel/Palestine,Spain,Married 3rd+ gen American,20.45,1
1930,Israel/Palestine,US-born,Married 3rd+ gen American,20.32,1
1930,Israel/Palestine,US-born,Married different origin (2nd gen),20.17,1
1930,Italy,Abroad/At Sea,Married 3rd+ gen American,19.52,1
1930,Italy,Australia/New Zealand,Married mother's origin (1st gen immigrant),20.36,1
1930,Italy,Austria,Married 3rd+ gen American,60.480000000000004,3
1930,Italy,Austria,Married different origin (1st gen immigrant),60.239999999999995,3
1930,Italy,Austria,Married different origin (2nd gen),81.28,4
1930,Italy,Austria,Married mother's origin (2nd gen),20.42,1
1930,Italy,Belgium,Married 3rd+ gen American,40.94,2
1930,Italy,Canada,Married different origin (2nd gen),20.47,1
1930,Italy,Canada,Married father's origin (2nd gen),20.3,1
1930,Italy,Cuba,Married different origin (1st gen immigrant),20.3,1
1930,Italy,Cuba,Married mother's origin (2nd gen),20.42,1
1930,Italy,Czechoslovakia,Married different origin (2nd gen),20.18,1
1930,Italy,England,Married 3rd+ gen American,100.43,5
1930,Italy,England,Married different origin (1st gen immigrant),21.33,1
1930,Italy,England,Married different origin (2nd gen),39.47,2
1930,Italy,England,Married father's origin (2nd gen),40.32,2
1930,Italy,Europe (unspecified),Married father's origin (2nd gen),19.96,1
1930,Italy,France,Married 3rd+ gen American,260.07,13
1930,Italy,France,Married different origin (2nd gen),180.82999999999998,9
1930,Italy,France,Married father's origin (1st gen immigrant),39.7,2
1930,Italy,France,Married mother's origin (1st gen immigrant),121.03,6
1930,Italy,France,Married mother's origin (2nd gen),80.65,4
1930,Italy,Germany,Married 3rd+ gen American,181.5,9
1930,Italy,Germany,Married different origin (1st gen immigrant),20.17,1
1930,Italy,Germany,Married different origin (2nd gen),39.92,2
1930,Italy,Germany,Married father's origin (1st gen immigrant),20.04,1
1930,Italy,Germany,Married father's origin (2nd gen),162.1,8
1930,Italy,Germany,Married mother's origin (1st gen immigrant),19.87,1
1930,Italy,Germany,Married mother's origin (2nd gen),40.4,2
1930,Italy,Greece,Married 3rd+ gen American,20.52,1
1930,Italy,Hungary,Married mother's origin (2nd gen),20.14,1
1930,Italy,Ireland,Married 3rd+ gen American,61.53,3
1930,Italy,Ireland,Married different origin (2nd gen),20.42,1
1930,Italy,Ireland,Married mother's origin (1st gen immigrant),40.760000000000005,2
1930,Italy,Italy,Married 3rd+ gen American,40186.57,1986
1930,Italy,Italy,Married different origin (1st gen immigrant),11216.97,555
1930,Italy,Italy,Married different origin (2nd gen),34015.11,1681
1930,Italy,Italy,Married same origin (1st gen immigrant),128377.5,6350
1930,Italy,Italy,Married same origin (2nd gen),128104.73,6334
1930,Italy,Middle East (unspecified),Married father's origin (1st gen immigrant),19.76,1
1930,Italy,Norway,Married mother's origin (2nd gen),20.17,1
1930,Italy,Portugal,Married mother's origin (2nd gen),20.12,1
1930,Italy,Puerto Rico,Married 3rd+ gen American,20.69,1
1930,Italy,Russia/USSR,Married mother's origin (2nd gen),40.08,2
1930,Italy,Scotland,Married different origin (2nd gen),40.05,2
1930,Italy,South America,Married 3rd+ gen American,20.04,1
1930,Italy,South America,Married mother's origin (1st gen immigrant),20.07,1
1930,Italy,South America,Married mother's origin (2nd gen),40.48,2
1930,Italy,Spain,Married different origin (1st gen immigrant),20.08,1
1930,Italy,Spain,Married different origin (2nd gen),60.52,3
1930,Italy,Spain,Married mother's origin (2nd gen),40.84,2
1930,Italy,Sweden,Married different origin (2nd gen),40.08,2
1930,Italy,Switzerland,Married 3rd+ gen American,80.9,4
1930,Italy,Switzerland,Married different origin (2nd gen),139.77,7
1930,Italy,Switzerland,Married father's origin (1st gen immigrant),20.3,1
1930,Italy,Switzerland,Married father's origin (2nd gen),19.68,1
1930,Italy,Switzerland,Married mother's origin (1st gen immigrant),19.96,1
1930,Italy,US-born,Married 3rd+ gen American,1438.3,71
1930,Italy,US-born,Married different origin (1st gen immigrant),161.65,8
1930,Italy,US-born,Married different origin (2nd gen),724.11,36
1930,Italy,US-born,Married mother's origin (1st gen immigrant),848.66,42
1930,Italy,US-born,Married mother's origin (2nd gen),1399.62,69
1930,Italy,Wales,Married different origin (2nd gen),20.42,1
1930,Italy,Yugoslavia,Married 3rd+ gen American,41.61,2
1930,Italy,Yugoslavia,Married different origin (1st gen immigrant),20.04,1
1930,Italy,Yugoslavia,Married different origin (2nd gen),61.239999999999995,3
1930,Italy,Yugoslavia,Married father's origin (1st gen immigrant),20.48,1
1930,Japan,Japan,Married 3rd+ gen American,161.92000000000002,8
1930,Japan,Japan,Married different origin (1st gen immigrant),39.86,2
1930,Japan,Japan,Married different origin (2nd gen),141.61,7
1930,Japan,Japan,Married same origin (1st gen immigrant),4071.65,202
1930,Japan,Japan,Married same origin (2nd gen),4765.49,236
1930,Japan,US-born,Married 3rd+ gen American,80.05,4
1930,Japan,US-born,Married different origin (2nd gen),19.93,1
1930,Japan,US-born,Married mother's origin (1st gen immigrant),39.82,2
1930,Japan,US-born,Married mother's origin (2nd gen),40.05,2
1930,Korea,Korea,Married same origin (1st gen immigrant),139.65,6
1930,Korea,Korea,Married same origin (2nd gen),122.1,6
1930,Korea,US-born,Married mother's origin (1st gen immigrant),20.27,1
1930,Latvia,Austria,Married mother's origin (2nd gen),20.14,1
1930,Latvia,Latvia,Married 3rd+ gen American,121.24,6
1930,Latvia,Latvia,Married different origin (1st gen immigrant),344.42,17
1930,Latvia,Latvia,Married different origin (2nd gen),585.89,29
1930,Latvia,Latvia,Married same origin (1st gen immigrant),282.62,14
1930,Latvia,Latvia,Married same origin (2nd gen),181.36,9
1930,Latvia,Lithuania,Married different origin (1st gen immigrant),20.32,1
1930,Latvia,Poland,Married different origin (1st gen immigrant),20.27,1
1930,Latvia,Russia/USSR,Married different origin (2nd gen),20.18,1
1930,Latvia,Sweden,Married different origin (1st gen immigrant),20.18,1
1930,Lebanon,Lebanon,Married same origin (1st gen immigrant),40.92,2
1930,Liechtenstein,Liechtenstein,Married different origin (2nd gen),20.55,1
1930,Liechtenstein,Romania,Married different origin (2nd gen),19.67,1
1930,Liechtenstein,US-born,Married different origin (2nd gen),22.05,1
1930,Lithuania,Austria,Married 3rd+ gen American,20.02,1
1930,Lithuania,England,Married different origin (2nd gen),40.36,2
1930,Lithuania,France,Married 3rd+ gen American,20.01,1
1930,Lithuania,Germany,Married 3rd+ gen American,120.87,6
1930,Lithuania,Germany,Married different origin (1st gen immigrant),60.47,3
1930,Lithuania,Germany,Married different origin (2nd gen),60.849999999999994,3
1930,Lithuania,Germany,Married father's origin (2nd gen),20.45,1
1930,Lithuania,Germany,Married mother's origin (2nd gen),60.85,3
1930,Lithuania,Latvia,Married different origin (2nd gen),20.25,1
1930,Lithuania,Latvia,Married mother's origin (2nd gen),21.23,1
1930,Lithuania,Lithuania,Married 3rd+ gen American,3729.68,185
1930,Lithuania,Lithuania,Married different origin (1st gen immigrant),2561.84,127
1930,Lithuania,Lithuania,Married different origin (2nd gen),6721.18,333
1930,Lithuania,Lithuania,Married same origin (1st gen immigrant),6020.29,298
1930,Lithuania,Lithuania,Married same origin (2nd gen),7270.71,361
1930,Lithuania,Poland,Married 3rd+ gen American,19.94,1
1930,Lithuania,Poland,Married different origin (1st gen immigrant),19.87,1
1930,Lithuania,Poland,Married different origin (2nd gen),80.78,4
1930,Lithuania,Poland,Married father's origin (1st gen immigrant),20.18,1
1930,Lithuania,Poland,Married father's origin (2nd gen),20.12,1
1930,Lithuania,Poland,Married mother's origin (2nd gen),60.230000000000004,3
1930,Lithuania,Poland,Married someone sharing both heritages (2nd gen),20.25,1
1930,Lithuania,Romania,Married 3rd+ gen American,20.38,1
1930,Lithuania,Russia/USSR,Married 3rd+ gen American,21.11,1
1930,Lithuania,Russia/USSR,Married different origin (1st gen immigrant),100.45,5
1930,Lithuania,Russia/USSR,Married different origin (2nd gen),161.31,8
1930,Lithuania,Russia/USSR,Married father's origin (1st gen immigrant),60.459999999999994,3
1930,Lithuania,Russia/USSR,Married father's origin (2nd gen),20.17,1
1930,Lithuania,Russia/USSR,Married mother's origin (1st gen immigrant),20.04,1
1930,Lithuania,Russia/USSR,Married mother's origin (2nd gen),19.94,1
1930,Lithuania,Scotland,Married different origin (1st gen immigrant),20.23,1
1930,Lithuania,Scotland,Married father's origin (2nd gen),20.49,1
1930,Lithuania,US-born,Married 3rd+ gen American,80.5,4
1930,Lithuania,US-born,Married different origin (1st gen immigrant),20.3,1
1930,Lithuania,US-born,Married different origin (2nd gen),81.23,4
1930,Lithuania,US-born,Married mother's origin (2nd gen),60.36,3
1930,Luxembourg,Austria,Married mother's origin (2nd gen),20.16,1
1930,Luxembourg,Belgium,Married 3rd+ gen American,97.7,5
1930,Luxembourg,Belgium,Married different origin (2nd gen),61.47,3
1930,Luxembourg,Belgium,Married mother's origin (1st gen immigrant),20.11,1
1930,Luxembourg,Belgium,Married mother's origin (2nd gen),20.2,1
1930,Luxembourg,Canada,Married different origin (2nd gen),41.16,2
1930,Luxembourg,England,Married different origin (2nd gen),39.85,2
1930,Luxembourg,France,Married 3rd+ gen American,81.85,4
1930,Luxembourg,France,Married different origin (2nd gen),40.16,2
1930,Luxembourg,France,Married mother's origin (2nd gen),40.22,2
1930,Luxembourg,Germany,Married 3rd+ gen American,199.85,10
1930,Luxembourg,Germany,Married different origin (1st gen immigrant),19.88,1
1930,Luxembourg,Germany,Married different origin (2nd gen),142.28,7
1930,Luxembourg,Germany,Married father's origin (1st gen immigrant),39.29,2
1930,Luxembourg,Germany,Married father's origin (2nd gen),267.81,13
1930,Luxembourg,Germany,Married mother's origin (1st gen immigrant),43.019999999999996,2
1930,Luxembourg,Germany,Married mother's origin (2nd gen),98.89,5
1930,Luxembourg,Luxembourg,Married 3rd+ gen American,1490.9,74
1930,Luxembourg,Luxembourg,Married different origin (1st gen immigrant),283.75,14
1930,Luxembourg,Luxembourg,Married different origin (2nd gen),1949.84,97
1930,Luxembourg,Luxembourg,Married same origin (1st gen immigrant),463.05,23
1930,Luxembourg,Luxembourg,Married same origin (2nd gen),1119.44,56
1930,Luxembourg,Netherlands,Married different origin (2nd gen),21.11,1
1930,Luxembourg,Poland,Married different origin (2nd gen),20.18,1
1930,Luxembourg,Russia/USSR,Married 3rd+ gen American,19.42,1
1930,Luxembourg,Russia/USSR,Married different origin (1st gen immigrant),20.17,1
1930,Luxembourg,Scotland,Married father's origin (2nd gen),19.96,1
1930,Luxembourg,Switzerland,Married 3rd+ gen American,60.69,3
1930,Luxembourg,Switzerland,Married different origin (2nd gen),19.79,1
1930,Luxembourg,US-born,Married 3rd+ gen American,300.18,15
1930,Luxembourg,US-born,Married different origin (2nd gen),200.85999999999999,10
1930,Luxembourg,US-born,Married mother's origin (2nd gen),20.04,1
1930,Malta,US-born,Married 3rd+ gen American,20.61,1
1930,Mexico,Austria,Married 3rd+ gen American,40.989999999999995,2
1930,Mexico,Austria,Married different origin (2nd gen),19.93,1
1930,Mexico,Austria,Married father's origin (2nd gen),20.04,1
1930,Mexico,Austria,Married mother's origin (1st gen immigrant),20.95,1
1930,Mexico,Austria,Married mother's origin (2nd gen),20.04,1
1930,Mexico,Belgium,Married mother's origin (2nd gen),20.08,1
1930,Mexico,Canada,Married 3rd+ gen American,41.22,2
1930,Mexico,Central America,Married different origin (2nd gen),19.93,1
1930,Mexico,Czechoslovakia,Married someone sharing both heritages (2nd gen),40.14,2
1930,Mexico,England,Married 3rd+ gen American,20.11,1
1930,Mexico,England,Married different origin (1st gen immigrant),20.04,1
1930,Mexico,England,Married different origin (2nd gen),20.04,1
1930,Mexico,England,Married mother's origin (1st gen immigrant),20.08,1
1930,Mexico,England,Married mother's origin (2nd gen),19.56,1
1930,Mexico,France,Married 3rd+ gen American,141.29,7
1930,Mexico,France,Married father's origin (1st gen immigrant),20.04,1
1930,Mexico,France,Married mother's origin (1st gen immigrant),60.709999999999994,3
1930,Mexico,France,Married mother's origin (2nd gen),59.41,3
1930,Mexico,Germany,Married 3rd+ gen American,122.59,6
1930,Mexico,Germany,Married different origin (1st gen immigrant),20.5,1
1930,Mexico,Germany,Married different origin (2nd gen),40.480000000000004,2
1930,Mexico,Germany,Married father's origin (2nd gen),40.07,2
1930,Mexico,Germany,Married mother's origin (1st gen immigrant),39.97,2
1930,Mexico,Germany,Married mother's origin (2nd gen),20.23,1
1930,Mexico,India,Married different origin (2nd gen),20.52,1
1930,Mexico,Italy,Married 3rd+ gen American,101.25,5
1930,Mexico,Italy,Married different origin (1st gen immigrant),39.7,2
1930,Mexico,Italy,Married different origin (2nd gen),20.52,1
1930,Mexico,Italy,Married father's origin (2nd gen),20.28,1
1930,Mexico,Italy,Married mother's origin (1st gen immigrant),61.59,3
1930,Mexico,Italy,Married mother's origin (2nd gen),20.07,1
1930,Mexico,Mexico,Married 3rd+ gen American,8323.6,414
1930,Mexico,Mexico,Married different origin (1st gen immigrant),443.91,22
1930,Mexico,Mexico,Married different origin (2nd gen),505.71999999999997,25
1930,Mexico,Mexico,Married same origin (1st gen immigrant),23403.24,1164
1930,Mexico,Mexico,Married same origin (2nd gen),24672.48,1227
1930,Mexico,Portugal,Married mother's origin (1st gen immigrant),40.05,2
1930,Mexico,Portugal,Married mother's origin (2nd gen),20.18,1
1930,Mexico,South America,Married 3rd+ gen American,20.75,1
1930,Mexico,South America,Married father's origin (1st gen immigrant),20.52,1
1930,Mexico,Spain,Married 3rd+ gen American,119.08,6
1930,Mexico,Spain,Married different origin (1st gen immigrant),21.33,1
1930,Mexico,Spain,Married different origin (2nd gen),20.04,1
1930,Mexico,Spain,Married mother's origin (1st gen immigrant),39.489999999999995,2
1930,Mexico,Spain,Married mother's origin (2nd gen),20.04,1
1930,Mexico,Sweden,Married 3rd+ gen American,59.67999999999999,3
1930,Mexico,Switzerland,Married 3rd+ gen American,20.25,1
1930,Mexico,Switzerland,Married mother's origin (1st gen immigrant),20.14,1
1930,Mexico,Switzerland,Married mother's origin (2nd gen),19.2,1
1930,Mexico,US-born,Married 3rd+ gen American,2626.0,131
1930,Mexico,US-born,Married different origin (1st gen immigrant),201.18,10
1930,Mexico,US-born,Married different origin (2nd gen),421.07,21
1930,Mexico,US-born,Married mother's origin (1st gen immigrant),1945.91,97
1930,Mexico,US-born,Married mother's origin (2nd gen),2151.6,107
1930,Netherlands,Belgium,Married 3rd+ gen American,182.05,9
1930,Netherlands,Belgium,Married different origin (1st gen immigrant),19.21,1
1930,Netherlands,Belgium,Married different origin (2nd gen),284.61,14
1930,Netherlands,Belgium,Married father's origin (1st gen immigrant),41.05,2
1930,Netherlands,Belgium,Married father's origin (2nd gen),80.55,4
1930,Netherlands,Belgium,Married mother's origin (2nd gen),61.16,3
1930,Netherlands,Belgium,Married someone sharing both heritages (2nd gen),40.66,2
1930,Netherlands,Canada,Married 3rd+ gen American,19.93,1
1930,Netherlands,Canada,Married different origin (2nd gen),61.06,3
1930,Netherlands,Canada,Married father's origin (2nd gen),20.49,1
1930,Netherlands,Canada,Married mother's origin (2nd gen),19.93,1
1930,Netherlands,Czechoslovakia,Married 3rd+ gen American,20.22,1
1930,Netherlands,Czechoslovakia,Married different origin (1st gen immigrant),19.52,1
1930,Netherlands,Denmark,Married 3rd+ gen American,41.230000000000004,2
1930,Netherlands,Denmark,Married different origin (2nd gen),19.94,1
1930,Netherlands,England,Married 3rd+ gen American,341.61,17
1930,Netherlands,England,Married different origin (1st gen immigrant),80.53999999999999,4
1930,Netherlands,England,Married different origin (2nd gen),181.17000000000002,9
1930,Netherlands,England,Married father's origin (2nd gen),40.42,2
1930,Netherlands,England,Married mother's origin (2nd gen),20.08,1
1930,Netherlands,France,Married 3rd+ gen American,308.04,15
1930,Netherlands,France,Married different origin (1st gen immigrant),60.47,3
1930,Netherlands,France,Married different origin (2nd gen),282.44,14
1930,Netherlands,France,Married mother's origin (1st gen immigrant),40.05,2
1930,Netherlands,Germany,Married 3rd+ gen American,2123.01,105
1930,Netherlands,Germany,Married different origin (1st gen immigrant),263.32,13
1930,Netherlands,Germany,Married different origin (2nd gen),788.0,39
1930,Netherlands,Germany,Married father's origin (1st gen immigrant),341.02,17
1930,Netherlands,Germany,Married father's origin (2nd gen),1211.35,60
1930,Netherlands,Germany,Married mother's origin (1st gen immigrant),100.07,5
1930,Netherlands,Germany,Married mother's origin (2nd gen),257.6,13
1930,Netherlands,Germany,Married someone sharing both heritages (2nd gen),139.04,7
1930,Netherlands,Ireland,Married 3rd+ gen American,181.49,9
1930,Netherlands,Ireland,Married different origin (1st gen immigrant),40.31,2
1930,Netherlands,Ireland,Married different origin (2nd gen),39.269999999999996,2
1930,Netherlands,Italy,Married 3rd+ gen American,20.02,1
1930,Netherlands,Italy,Married different origin (2nd gen),19.96,1
1930,Netherlands,Italy,Married father's origin (1st gen immigrant),19.96,1
1930,Netherlands,Luxembourg,Married 3rd+ gen American,20.05,1
1930,Netherlands,Luxembourg,Married different origin (2nd gen),42.18,2
1930,Netherlands,Luxembourg,Married father's origin (2nd gen),20.12,1
1930,Netherlands,Netherlands,Married 3rd+ gen American,19773.06,979
1930,Netherlands,Netherlands,Married different origin (1st gen immigrant),3688.9900000000002,182
1930,Netherlands,Netherlands,Married different origin (2nd gen),13584.75,670
1930,Netherlands,Netherlands,Married same origin (1st gen immigrant),10681.06,529
1930,Netherlands,Netherlands,Married same origin (2nd gen),27556.2,1368
1930,Netherlands,Norway,Married 3rd+ gen American,40.45,2
1930,Netherlands,Poland,Married different origin (2nd gen),20.36,1
1930,Netherlands,Poland,Married mother's origin (2nd gen),40.84,2
1930,Netherlands,Russia/USSR,Married father's origin (2nd gen),20.18,1
1930,Netherlands,Russia/USSR,Married mother's origin (2nd gen),20.36,1
1930,Netherlands,Scotland,Married 3rd+ gen American,39.71,2
1930,Netherlands,Scotland,Married different origin (1st gen immigrant),20.54,1
1930,Netherlands,Scotland,Married different origin (2nd gen),80.81,4
1930,Netherlands,Scotland,Married mother's origin (2nd gen),20.19,1
1930,Netherlands,Spain,Married different origin (1st gen immigrant),19.96,1
1930,Netherlands,Spain,Married different origin (2nd gen),19.93,1
1930,Netherlands,Sweden,Married 3rd+ gen American,40.16,2
1930,Netherlands,Sweden,Married different origin (2nd gen),40.239999999999995,2
1930,Netherlands,Switzerland,Married 3rd+ gen American,119.67999999999999,6
1930,Netherlands,Switzerland,Married different origin (1st gen immigrant),20.02,1
1930,Netherlands,Switzerland,Married different origin (2nd gen),60.36,3
1930,Netherlands,US-born,Married 3rd+ gen American,5906.02,293
1930,Netherlands,US-born,Married different origin (1st gen immigrant),746.73,37
1930,Netherlands,US-born,Married different origin (2nd gen),2994.78,148
1930,Netherlands,US-born,Married mother's origin (1st gen immigrant),606.57,30
1930,Netherlands,US-born,Married mother's origin (2nd gen),3465.16,172
1930,Netherlands,Wales,Married different origin (2nd gen),20.27,1
1930,Northern Europe (unspecified),Germany,Married different origin (1st gen immigrant),20.01,1
1930,Northern Europe (unspecified),Northern Europe (unspecified),Married different origin (1st gen immigrant),20.46,1
1930,Norway,Abroad/At Sea,Married 3rd+ gen American,19.05,1
1930,Norway,Abroad/At Sea,Married different origin (1st gen immigrant),22.58,1
1930,Norway,Abroad/At Sea,Married different origin (2nd gen),19.82,1
1930,Norway,Austria,Married 3rd+ gen American,20.45,1
1930,Norway,Belgium,Married 3rd+ gen American,20.18,1
1930,Norway,Belgium,Married different origin (2nd gen),20.15,1
